JKX-961,10-09-2022,06:02,3381,41
QSP-949,10-09-2022,06:02,5486,28
TKH-193,10-09-2022,06:02,3746,44
TEN-453,10-09-2022,06:04,3744,44
FCM-058,10-09-2022,06:08,4536,41
AYF-356,10-09-2022,06:11,4073,45
MVE-717,10-09-2022,06:11,4458,46
XWP-358,10-09-2022,06:12,2633,44
HLE-267,10-09-2022,06:13,4567,43
CZC-227,10-09-2022,06:17,3292,41
MPL-108,10-09-2022,06:17,5178,26
HCR-571,10-09-2022,06:20,4494,42
ZSX-507,10-09-2022,06:22,2812,41
OLC-651,10-09-2022,06:23,3341,47
QOE-153,10-09-2022,06:26,2841,41
KQJ-359,10-09-2022,06:28,5579,32
ABX-334,10-09-2022,06:29,6240,29
LPC-930,10-09-2022,06:33,4260,43
NFT-062,10-09-2022,06:37,2852,47
MCW-399,10-09-2022,06:41,3644,46
BWQ-255,10-09-2022,06:45,3492,46
CAJ-328,10-09-2022,06:47,5222,27
ENM-317,10-09-2022,06:49,4352,41
ZKL-544,10-09-2022,06:49,5141,32
GZV-643,10-09-2022,06:53,2807,45
SKI-053,10-09-2022,06:56,4164,44
FHQ-348,10-09-2022,07:00,2962,47
VTQ-819,10-09-2022,07:01,3339,41
CMB-499,10-09-2022,07:04,4178,42
ZQN-897,10-09-2022,07:07,5282,28
QME-845,10-09-2022,07:11,2811,46
IAG-941,10-09-2022,07:11,4164,43
OWG-325,10-09-2022,07:13,5356,32
BIR-395,10-09-2022,07:16,4290,44
KWA-329,10-09-2022,07:20,5077,26
EMN-217,10-09-2022,07:24,4863,44
JVE-325,10-09-2022,07:24,5677,30
DCL-419,10-09-2022,07:24,4232,44
FSE-022,10-09-2022,07:28,4177,42
DLN-444,10-09-2022,07:29,4782,43
CAG-929,10-09-2022,07:30,3686,41
QWR-081,10-09-2022,07:32,4451,42
GMI-706,10-09-2022,07:33,3534,44
NNJ-571,10-09-2022,07:34,5959,31
NFM-453,10-09-2022,07:34,3662,41
UYV-485,10-09-2022,07:37,4468,40
OSC-133,10-09-2022,07:41,4312,45
ZKI-228,10-09-2022,07:43,4147,47
GGK-672,10-09-2022,07:44,4355,44
AXY-481,10-09-2022,07:48,4556,42
